P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4,price
0.00044,0.004876,0.511839,0.808772,0.014493,0.268293,0.5737,0.272727,32700
0.000119,0.010619,0.486825,0.508214,0.002967,0.210526,0.66453,0.25,70100
0.000917,0.005723,0.436496,0.461855,0.002708,0.082192,0.668573,0.277778,47000
0.000025,0,0.330829,0.761061,0,0.090909,0.575862,1,52500
0.000225,0.002691,0.452672,0.591682,0.001572,0.057143,0.631193,0.5,43700
0.000053,0,0.430344,0.654311,0.589404,0,0.547458,0,14999
0.001218,0.169852,0.601844,0.447778,0.055297,0.115226,0.723607,0.25,162000
0.001705,0.006376,0.391062,0.520305,0.072186,0.153727,0.579168,0.59596,19000
0.000265,0.005947,0.443106,0.526097,0,0.0625,0.581585,0.5,55400
0.000051,0,0.510815,0.694006,0,0,0.67,0,56300
0.001341,0.002187,0.442065,0.562593,0.063706,0.09901,0.601877,0.7,37500
0.00005,0,0.494227,0.614021,0,0.1875,0.660169,0.666667,32100
0.000015,0,0.450993,0.635821,0,0.216216,0.6,0.875,14999
0.000234,0.003087,0.434691,0.679688,0.1,0.056338,0.540253,0.75,37100
0.00028,0.016164,0.439573,0.681189,0.010127,0.039216,0.525908,0,50900
0.000008,0,0.485195,0.602833,0,0.142857,0.64,1,36300
0.000066,0.004402,0.507941,0.602227,0,0.006579,0.450331,0,36900
0.001048,0.0078,0.34552,0.511462,0.002705,0.077982,0.665988,0.588235,29500
0.000005,0,0.456595,0.565008,0,0,0.614286,0,14999
0.00034,0.002214,0.444759,0.590409,0.063608,0.136364,0.56465,0.666667,37800
0.000022,0,0.370589,0.873712,0,0.0625,0.459259,0,14999
0.000482,0.012312,0.622659,0.590276,0.006618,0.236559,0.752781,0.454545,86300
0.000031,0,0.530028,0.604108,0,0.014925,0.511765,0,48100
0.000027,0,0.46513,0.711888,0,0.125,0.621818,0,45600
0.001901,0.006686,0.424248,0.637128,0.260164,0.121094,0.598312,0.419355,38700
0.000948,0.007188,0.420413,0.555577,0.001495,0.12069,0.638112,0.666667,80800
0.009395,0.020435,0.517624,0.615488,0.050398,0.228866,0.626144,0.352853,93300
0.000414,0.011454,0.485458,0.805594,0.008562,0.307692,0.688054,0,134900
0.000118,0.006403,0.401197,0.679617,0.143713,0.076087,0.546642,1,23600
0.001183,0.018065,0.489288,0.726256,0.020677,0.187879,0.628186,0.290323,47000
0.004767,0.014447,0.397171,0.49731,0.064797,0.156118,0.640589,0.351351,41000
0.000391,0.005075,0.443693,0.66369,0.001815,0.125,0.66827,0.333333,60400
0.000104,0,0.429681,0.72131,0,0.185185,0.551931,0.2,26800
0.000101,0,0.358768,0.572586,0.139373,0.133333,0.505525,0.5,15000
0.000161,0.00283,0.487319,0.759081,0.068132,0.119658,0.564211,0.642857,40100
0.00123,0.032483,0.246114,0.297842,0.157728,0.081301,0.685895,0.35,85500
0.000025,0,0.399822,0.522121,0.605634,0,0.486,0,31300
0.000029,0,0.502983,0.63397,0.02439,0.008299,0.67973,0.5,84400
0.000011,0.020704,0.879243,0.326464,0,0,0.386207,0,14999
0.000035,0,0.364634,0.595457,0,0.066667,0.620588,0,14999
0.000323,0.002036,0.485883,0.76559,0.002191,0.125,0.641201,0.6,52700
0.008311,0.014371,0.494592,0.65315,0.003713,0.270217,0.571098,0.350365,47700
0.001059,0.005775,0.361691,0.478971,0.003012,0.145299,0.643993,0.647059,30500
0.000027,0,0.50446,0.622244,0,0.25,0.563077,1,24700
0.000463,0.003667,0.491415,0.781339,0.004591,0.4,0.700777,0.75,68200
0.000384,0.000843,0.408274,0.62801,0,0.032258,0.57387,0.5,23500
0.001259,0.003426,0.427712,0.587554,0.049296,0.20155,0.612891,0.211538,52500
0.000234,0.002845,0.326621,0.541975,0,0.181818,0.589063,0.7,14999
0.000015,0,0.429151,0.596079,0,0.166667,0.617143,1,14999
0.020318,0.054335,0.512304,0.419816,0.024788,0.131528,0.583908,0.230056,86400
0.000007,0,0.505996,0.673756,0,0.333333,0.558824,0.5,14999
0.000849,0.010498,0.345543,0.443995,0.024645,0.050633,0.627516,0.5,120100
0.000868,0.019627,0.43158,0.721314,0.004083,0.227848,0.723643,0.777778,161600
0.000745,0.001635,0.516907,0.718145,0.068982,0.103093,0.563342,0.5,45500
0.000017,0,0.5278,0.739005,0.02,0.333333,0.576744,1,16100
0.000509,0.002029,0.375183,0.58259,0.502439,0.125874,0.650378,0.777778,36300
0.000149,0.004357,0.479043,0.77629,0.021429,0.454545,0.771277,0.8,83600
0.000418,0.004736,0.481751,0.737677,0.004241,0.197531,0.577214,0.8125,41100
0.000943,0.006128,0.384251,0.569912,0.295002,0.168618,0.556142,0.736111,19700
0.00026,0.002113,0.542369,0.841767,0.001362,0.22449,0.665123,0.454545,75800
0.000243,0.013178,0.479518,0.615175,0.00146,0.02439,0.638545,1,48200
0.000106,0,0.381515,0.538909,0.513333,0.151515,0.567582,1,27100
0.000077,0.017975,0.533476,0.797401,0.068493,0.25,0.594388,0.333333,55700
0.000032,0,0.429049,0.594008,0,0,0.591429,0,14999
0.000034,0.004717,0.454302,0.619382,0,0,0.510976,0,21300
0.000161,0.001977,0.412873,0.531473,0,0.112245,0.611803,0.636364,25100
0.000043,0,0.359137,0.676452,0,0,0.441346,0,14999
0.001302,0.024999,0.467729,0.671003,0.002723,0.166667,0.665936,0.416667,57100
0.000215,0.002094,0.453882,0.703317,0,0.082192,0.601732,0.5,30600
0.000851,0.0023,0.415239,0.545433,0.000833,0.211765,0.625217,0.277778,39000
0.000028,0,0.548872,0.774449,0,0.25,0.69589,0,53100
0.00001,0,0.347914,0.730005,0,0.076923,0.596,1,14999
0.000083,0.002113,0.416533,0.566859,0,0.103448,0.57957,0.333333,16300
0.001031,0.002372,0.376441,0.563811,0.048143,0.150087,0.553103,0.511628,17600
0.000092,0.001559,0.443711,0.725005,0,0.206897,0.562679,0.333333,30600
0.001283,0.002479,0.488702,0.603711,0.001658,0.118012,0.645211,0.526316,64400
0.000041,0,0.409432,0.516259,0,0.241379,0.582051,0.714286,14999
0.000277,0.004858,0.374834,0.464326,0,0.185714,0.616498,0.538462,14999
0.000209,0.004865,0.386128,0.406225,0.011885,0.036866,0.514759,0.625,31700
0.000005,0,0.471282,0.304013,0,0.1,0.45,0.5,21300
0.000431,0.002769,0.400322,0.799482,0.003287,0.137931,0.483642,0.75,25100
0.002049,0.223818,0.536371,0.563352,0.017656,0.242647,0.619505,0.590909,172800
0.0022,0.00639,0.43618,0.517182,0.000967,0.273743,0.636578,0.748299,35000
0.002813,0.1888,0.486944,0.630205,0.009202,0.186667,0.639493,0.309524,323900
0.001764,0.008615,0.48497,0.560286,0.023522,0.233898,0.58966,0.536232,127200
0.001355,0.007372,0.401756,0.629198,0.380952,0.185366,0.589393,0.631579,34000
0.000265,0.001848,0.401207,0.5621,0.13369,0.202899,0.590323,0.857143,16900
0.013868,0.030511,0.479872,0.589694,0.178589,0.093044,0.613925,0.5,107800
0.000551,0.004875,0.499773,0.713828,0.014148,0.126761,0.607059,0.111111,50600
0.00001,0.035492,0.413468,0.434511,0,0.333333,0.565385,0.75,14999
0.000306,0.008327,0.536476,0.848961,0,0.43038,0.605811,0.088235,90600
0.000218,0.003116,0.399044,0.640444,0.066451,0.259259,0.623514,0.714286,32400
0.000124,0.003975,0.373998,0.660706,0.194286,0.068182,0.555682,0.666667,41600
0.000532,0.002217,0.460367,0.699386,0.225699,0.133858,0.555763,0.705882,20100
0.001099,0.005198,0.36685,0.567114,0.002904,0.125,0.64181,0.192308,29000
0.000029,0,0.434639,0.596079,0,0.096774,0.573333,0.666667,14999
0.001533,0.008597,0.433284,0.573664,0.015965,0.150748,0.540337,0.312977,66300
0.000184,0.006109,0.466988,0.713909,0,0.129032,0.696814,0.75,56700
0.000775,0.007876,0.467888,0.6257,0.000458,0.171053,0.553372,0.384615,78700
0.005239,0.197536,0.386066,0.702664,0.081094,0.1,0.513151,0.404255,90300
0.000173,0,0.398165,0.587202,0.571429,0.105263,0.587662,0.666667,22300
0.000151,0,0.279164,0.63107,0.932243,0.190476,0.561927,0.25,14999
0.000035,0,0.534797,0.710005,0.010101,0.2,0.546429,0.5,38800
0.000155,0.010099,0.415852,0.607615,0,0.378378,0.563732,0.285714,38500
0.000012,0,0.365131,0.462657,0.941176,0,0.52963,0,14999
0.001473,0.007587,0.444435,0.55433,0.175211,0.305556,0.685998,0.472727,72600
0.005406,0.014562,0.439211,0.578819,0.002952,0.153846,0.635502,0.329787,35600
0.000022,0.011143,0.335638,0.917144,0,0,0.88,0,107400
0.000071,0.03842,0.56677,0.869502,0.08,0.2,0.845361,0,108900
0.000075,0.002167,0.509251,0.575267,0,0.26087,0.636735,0.5,73000
0.000173,0.026232,0.487371,0.463599,0.398773,0.25,0.609003,0,78400
0.00003,0,0.41738,0.681343,0,0.090909,0.583544,1,14999
0.0004,0.00457,0.465109,0.680697,0.082447,0.097345,0.5532,0.909091,24100
0.00263,0.014252,0.527937,0.646129,0.006338,0.240418,0.649888,0.231884,80200
0.000066,0,0.418859,0.553377,0,0.141509,0.465152,0.733333,15300
0.0001,0,0.445643,0.586451,0,0.08,0.55051,1,40400
0.000015,0.009317,0.456595,0.703415,0,0,0.585366,0,14999
0.000223,0,0.366652,0.514524,0,0.129032,0.589565,0.5,23800
0.000045,0,0.355702,0.575124,0,0,0.600901,0,23600
0.000057,0,0.44157,0.726116,0,0.125,0.612409,0,27000
0.000027,0.012219,0.661486,0.62715,0.025974,0.073529,0.4875,0,102300
0.0002,0.002311,0.514643,0.743624,0,0.142857,0.57257,0.666667,34600
0.000423,0.006599,0.47645,0.713648,0.004188,0.126437,0.604797,0.363636,104000
0.000479,0.005622,0.373599,0.478782,0.028846,0.144,0.647678,0.388889,65100
0.000061,0,0.465143,0.685006,0,0,0.564228,0,31400
0.00002,0,0.425544,0.505009,0,0,0.646296,0,14999
0.000233,0.013783,0.386847,0.533228,0.003044,0.075862,0.499444,0.272727,51600
0.000636,0.000942,0.362652,0.583689,0.068042,0.147453,0.539065,0.454545,14999
0.000022,0,0.421639,0.68428,0.112903,0.272727,0.561111,0.666667,23100
0.001206,0.003271,0.408907,0.594425,0.00294,0.081081,0.672443,0.666667,37100
0.000155,0.002945,0.472339,0.639493,0,0.150685,0.635366,0.727273,44000
0.00009,0.001725,0.453241,0.635223,0.003937,0.121951,0.604569,0.8,16900
0.000052,0,0.383886,0.479773,0,0.007916,0.508209,0.333333,28300
0.000835,0.010949,0.349197,0.791736,0,0.169231,0.67415,0.545454,49100
0.000521,0.003227,0.383984,0.517398,0.006798,0.153846,0.573433,0.714286,26500
0.000389,0.003938,0.503107,0.73758,0.00182,0.36,0.875245,0.5,236900
0.001507,0.00721,0.513356,0.749386,0.006119,0.181818,0.567247,0.290698,62500
0.000005,0,0.63773,0.347512,0,0,0.53,0,84400
0.001354,0.019962,0.412499,0.436037,0.002357,0.205202,0.561137,0.225352,179700
0.000617,0.010009,0.586973,0.42734,0.001149,0.014462,0.671935,0.254545,119700
0.00027,0.008411,0.431192,0.596364,0.001311,0.150943,0.594521,0.25,52100
0.000132,0.001159,0.382827,0.637119,0,0,0.612,0,37700
0.000997,0.013472,0.538892,0.625823,0.003913,0.096916,0.582095,0.5,186900
0.000383,0.001194,0.390845,0.583133,0.110185,0.125,0.597234,0.7,40200
0.000009,0,0.384825,0.899617,0,0,0.4,0,21300
0.00013,0.001365,0.422757,0.539003,0.035326,0.204082,0.548288,1,14999
0.000759,0.00719,0.331435,0.486417,0.007937,0.257143,0.653546,0.654321,37400
0.000347,0.017166,0.375726,0.584114,0,0.302326,0.610995,0.615385,32900
0.000286,0.001857,0.422294,0.700842,0.030979,0.044944,0.601092,1,37300
0.001494,0.003115,0.414204,0.504518,0.182962,0.151235,0.582382,0.571429,27300
0.000303,0.001982,0.362656,0.574166,0.479532,0.142857,0.589558,0.818182,25300
0.000109,0,0.381102,0.618676,0,0.117647,0.618875,1,31700
0.000076,0,0.443728,0.603629,0.28972,0.055556,0.606015,1,19700
0.000032,0.004384,0.53118,0.782504,0.011111,0.333333,0.610843,0.5,51900
0.000309,0.001058,0.426263,0.576481,0,0.173913,0.627375,0.375,34500
0.000084,0,0.447555,0.583285,0,0.3,0.62663,0,29000
0.000017,0,0.491097,0.700943,0,0.4,0.490698,1,14999
0.000038,0,0.497537,0.580971,0,0.114286,0.5625,1,40000
0.000181,0.001005,0.315857,0.51828,0,0.0625,0.61375,1,14999
0.00031,0,0.391726,0.566002,0.026286,0.252174,0.576549,0.689655,17400
0.002542,0.015228,0.479223,0.612457,0.055656,0.227012,0.559572,0.417722,45600
0.000079,0,0.414795,0.563066,0,0.136364,0.607558,1,17800
0.000363,0.050311,0.51637,0.774433,0.071289,0.352941,0.694836,0.5,120500
0.000561,0.016178,0.15015,0.340097,0.015783,0.117647,0.718169,0.666667,79400
0.000171,0.002859,0.46725,0.59743,0,0.1,0.616294,0.333333,64600
0.000054,0.005324,0.45142,0.711888,0,0.375,0.562698,0.833333,20900
0.000072,0,0.386676,0.46001,0,0.111111,0.487179,0.8,36900
0.00002,0.007606,0.378966,0.603847,0,0,0.573333,0,14999
0.003833,0.007601,0.435919,0.570482,0.380124,0.143078,0.647313,0.52973,30000
0.000225,0.002859,0.404617,0.739005,0.001575,0.372093,0.585488,0.75,38300
0.000104,0.001437,0.364398,0.57533,0,0,0.537113,0,27600
0.001361,0.009306,0.487825,0.716354,0.001564,0.318182,0.769413,0.142857,131800
0.001433,0.003011,0.497422,0.724214,0.146004,0.403361,0.658901,0.416667,53200
0.000294,0.001525,0.490681,0.654519,0.01083,0.175439,0.671157,0.5,102000
0.000338,0.00246,0.441226,0.746673,0.178384,0.12931,0.516113,0.6,26200
0.000173,0.002842,0.438175,0.541927,0,0.052083,0.657911,0.6,53300
0.00025,0.002292,0.493082,0.787132,0,0.545454,0.69062,0.333333,66200
0.000589,0.00347,0.458282,0.670223,0.002407,0.210526,0.633484,0.541667,39500
0.001391,0.046191,0.539146,0.850974,0.011981,0.461539,0.803555,0.261905,212400
0.002236,0.008214,0.341974,0.588055,0.041244,0.131687,0.535571,0.425,46600
0.000301,0.001984,0.458524,0.683735,0.001177,0.155556,0.617554,0,43700
0.000128,0.00352,0.411549,0.572198,0,0.075,0.595736,0.666667,26600
0.000275,0.021643,0.310307,0.681754,0,0.106164,0.662582,0.419355,184200
0.00041,0.004104,0.455398,0.537163,0.00173,0.089552,0.733417,0.833333,87800
0.000098,0,0.347914,0.46956,0,0.333333,0.641485,0.625,14999
0.000684,0.004045,0.495391,0.452316,0.004145,0.260163,0.728931,0.1875,106400
0.00026,0.007121,0.5587,0.684883,0.081855,0.692308,0.608537,0.416667,69100
0.000084,0,0.422326,0.656011,0,0.173913,0.632039,0,17200
0.000317,0.00157,0.412838,0.531024,0,0.186275,0.616849,0.763158,31300
0.000038,0,0.399506,0.524355,0,0.181818,0.50303,1,14999
0.001576,0.004165,0.490417,0.351183,0.024308,0.056548,0.679988,0.578947,38900
0.000754,0.015275,0.384731,0.643372,0.00047,0.268293,0.671364,0.090909,69000
0.003357,0.004733,0.405219,0.739143,0.018595,0.107667,0.534582,0.583333,27200
0.001777,0.016241,0.370554,0.801298,0.003393,0.432122,0.602966,0.69469,38800
0.000027,0,0.359193,0.725268,0,0.166667,0.568657,0.333333,14999
0.000028,0,0.43558,0.629451,0,0.1,0.589063,0,27000
0.001527,0.018413,0.414678,0.560563,0.018811,0.157518,0.595286,0.545454,24000
0.000025,0,0.394972,0.746255,0,0.055556,0.521569,1,14999
0.004891,0.011997,0.429223,0.535012,0.16112,0.128339,0.603529,0.543147,26800
0.00107,0.005012,0.42938,0.586765,0.082478,0.213115,0.618675,0.358974,42900
0.000024,0,0.405451,0.608507,0.014286,0.3125,0.598148,1,14999
0.000272,0.019576,0.486197,0.395876,0.144343,0.205882,0.503523,0.428571,44100
0.000049,0,0.443094,0.561901,0,0.15,0.577119,1,16500
0.000726,0.003365,0.417227,0.558845,0.002931,0.134185,0.636364,0.714286,24500
0.000228,0.043741,0.377508,0.967629,0.111628,0.071429,0.440476,0,41300
0.000238,0.000566,0.464303,0.739394,0,0.4,0.554307,0.5,25600
0.000508,0.002021,0.439899,0.670571,0.000697,0.272727,0.640327,0.5,44300
0.000082,0.001863,0.433048,0.640007,0.172414,0.133333,0.568047,0.5,34100
0.000103,0.003013,0.446342,0.596399,0.099656,0,0.571512,0,35800
0.000055,0.013746,0.374194,0.707217,0,0.2,0.6352,1,27900
0.000323,0.105287,0.495988,0.829537,0.207464,0.166667,0.4125,0,362500
0.000066,0.008712,0.376143,0.4487,0.005348,0.142857,0.586713,0.833333,14999
0.000053,0.002694,0.37934,0.637027,0.569536,0.166667,0.523478,0.333333,14999
0.000039,0,0.435912,0.662104,0,0.5,0.639241,1,34800
0.000958,0.035272,0.306129,0.946874,0.286455,0,0.438095,0,38800
0.000024,0,0.288216,0.50827,0,0.12,0.505357,0.666667,14999
0.001197,0.004028,0.41111,0.607387,0.000296,0.145299,0.56688,0.647059,31600
0.000014,0,0.443958,0.510634,0,0.2,0.514815,1,26700
0.002508,0.015169,0.471691,0.669928,0.019369,0.184987,0.661781,0.478261,122500
0.000241,0.002045,0.463222,0.597585,0.069016,0.130435,0.681894,0.166667,44000
0.000255,0.007602,0.378306,0.737557,0.001387,0.129032,0.517439,0,40300
0.002777,0.039825,0.539191,0.691378,0.042396,0.377215,0.557827,0.114094,76700
0.001094,0.012448,0.484321,0.670478,0.026256,0.15493,0.657182,0.363636,88200
0.003347,0.062086,0.399475,0.657888,0.007418,0.309322,0.511035,0.472603,146300
0.000016,0,0.490258,0.574464,0,0.166667,0.633333,0,53800
0.00027,0.001458,0.359533,0.587812,0,0.237762,0.513481,0.558824,38500
0.000445,0.012612,0.485082,0.548038,0.053344,0.25641,0.617761,0.75,108600
0.000765,0.078466,0.309767,0.98972,0.240501,0,0.488889,0,100000
0.001017,0.004103,0.456436,0.57926,0.039735,0.194444,0.593783,0.732143,30300
0.000212,0,0.405594,0.461888,0,0.24,0.639578,0.666667,19200
0.000297,0.004561,0.551186,0.681941,0.005974,0.3125,0.669637,0.8,68200
0.000297,0.004304,0.387558,0.620484,0,0.196721,0.629542,0.833333,20000
0.000299,0.038283,0.205487,0.300298,0.01898,0.113636,0.672905,0.6,44200
0.000112,0.005274,0.480946,0.728302,0,0,0.633984,0,48600
0.000231,0.00237,0.521389,0.584326,0.001531,0.16,0.616209,0.583333,33600
0.000033,0.008567,0.496153,0.793951,0,0,0.824468,0,101700
0.000267,0.004625,0.498741,0.650854,0.002649,0.466667,0.676311,0.428571,63900
0.000276,0.001964,0.394237,0.462263,0,0.117647,0.633849,0.666667,22400
0.00004,0,0.403395,0.534748,0,0.166667,0.596939,1,32100
0.00017,0,0.379517,0.599517,0.004175,0.226415,0.557143,0.833333,25400
0.00019,0.005823,0.448105,0.673756,0.016791,0.157895,0.596163,0.666667,40400
0.00017,0.007606,0.415932,0.632209,0,0.285714,0.678498,0.5,39500
0.000007,0,0.411311,0.525463,0,0,0.55,0,14999
0.000353,0.000438,0.49129,0.663612,0.001003,0.079365,0.507598,0.2,39100
0.000347,0.003223,0.413624,0.55258,0,0.043478,0.640841,0.666667,33400
0.000614,0.000861,0.495515,0.811637,0.037529,0.253012,0.630794,0.428571,47900
0.007292,0.050174,0.510552,0.576411,0.023345,0.154686,0.589151,0.276471,82900
0.000485,0.056763,0.676611,0.503956,0.061403,0.701754,0.571965,0.225,132200
0.000123,0.014002,0.523605,0.748755,0,0.291667,0.806832,0.285714,227200
0.000041,0,0.45832,0.712463,0,0.125,0.675269,1,31400
0.000118,0.00283,0.441462,0.553252,0,0.185185,0.56805,0.6,22400
0.000131,0,0.365518,0.52257,0.00542,0.174603,0.586071,1,15200
0.000078,0,0.418933,0.647304,0,0.053279,0.503911,0,61900
0.000319,0.000893,0.435971,0.669406,0.004444,0.164179,0.550459,0.636364,30100
0.00005,0,0.40839,0.319942,0,0.020642,0.5944,0.666667,149100
0.001184,0.003635,0.515377,0.706185,0.042216,0.091371,0.603335,0.555556,68900
0.000087,0,0.455098,0.734761,0,0.125,0.654822,0.5,41100
0.000076,0,0.459597,0.635821,0.251163,0.114286,0.552564,0.75,23400
0.00076,0.00809,0.500904,0.665999,0.006061,0.204545,0.698097,0.388889,64500
0.000472,0.005314,0.391855,0.550955,0.002254,0.239819,0.55389,0.660377,24100
0.001256,0.004939,0.475858,0.677993,0.005646,0.147186,0.566141,0.235294,40400
0.000104,0.001525,0.406925,0.596079,0.057823,0.1,0.521171,1,20300
0.000033,0,0.380328,0.663232,0,0.068965,0.567532,0,14999
0.000106,0.010021,0.454508,0.757214,0.009967,0.6,0.717029,0.666667,62200
0.000022,0,0.456595,0.57904,0.145161,0.125,0.582143,1,16600
0.00002,0,0.392245,0.640007,0,0.5,0.654167,0,32800
0.000015,0.015211,0.364179,0.673756,0,0,0.454286,0,56300
0.000167,0.003809,0.441784,0.648127,0,0.166667,0.662281,0.25,31700
0.000628,0.020785,0.355233,0.5122,0.000565,0.265957,0.633333,0.64,29000
0.000859,0.003759,0.431713,0.620302,0.016921,0.291667,0.572015,0.607143,22900
0.000077,0,0.351803,0.542958,0,0.388889,0.560714,0.142857,20900
0.00285,0.005603,0.447925,0.71679,0.825162,0.162427,0.639316,0.39759,57700
0.000131,0,0.394383,0.536716,0.056911,0.146342,0.591197,1,14999
0.003033,0.048328,0.317496,0.297379,0.257163,0.045455,0.638667,0.542857,46300
0.004373,0.099116,0.530581,0.398583,0.010544,0.194872,0.63377,0.359649,355000
0.004429,0.03002,0.551144,0.58793,0.004485,0.195827,0.765129,0.188525,101900
0.000862,0.074513,0.544683,0.731171,0.033717,0.357143,0.659267,0.4,191600
0.000778,0.032983,0.515571,0.789539,0.031435,0.149254,0.74031,0.2,84200
0.000153,0.003132,0.493634,0.694194,0.00464,0.076923,0.560725,1,44800
0.000065,0.008821,0.519832,0.710789,0,0.111111,0.657516,1,37600
0.00002,0,0.356494,0.610797,0,0.0625,0.515217,1,14999
0.000116,0,0.27641,0.490741,0,0.155556,0.555844,0.428571,14999
0.000034,0.007764,0.407538,0.771293,0,1,0.694118,1,43800
0.000034,0.004454,0.393811,0.636759,0,0.04,0.491781,1,14999
0.00003,0.004036,0.348699,0.620647,0,0,0.313208,0,14999
0.00095,0.011161,0.503165,0.702485,0.01306,0.418719,0.415668,0.117647,71000
0.000006,0,0.429425,0.637507,0,0.25,0.517647,1,14999
0.000549,0.364537,0.548817,0.683872,0.008398,0.109489,0.532007,0.333333,160200
0.000397,0.0113,0.51002,0.741335,0.00625,0.433333,0.779183,0.615385,175800
0.000055,0,0.3868,0.650898,0.082803,0.176471,0.522222,1,19600
0.000026,0,0.448942,0.735478,0,0.333333,0.659322,1,23100
0.000118,0,0.432745,0.631628,0.015015,0.296296,0.682011,0.375,53800
0.006645,0.07886,0.453534,0.630344,0.202829,0.204751,0.614449,0.839779,126800
0.000287,0.002933,0.432647,0.565544,0.003699,0.181818,0.536933,0,41300
0.003413,0.026753,0.50481,0.620292,0.178323,0.204918,0.635721,0.626667,127400
0.000039,0,0.593241,0.905093,0.009091,1,0.85,0.5,88500
0.000749,0.022568,0.506217,0.739252,0.14536,0.394737,0.606861,0.516667,55200
0.000271,0.000524,0.472383,0.72742,0.077023,0.263158,0.562439,0.533333,49200
0.003845,0.009995,0.430813,0.521722,0.096376,0.136519,0.613328,0.466667,33200
0.000211,0.002195,0.420321,0.634344,0.001678,0.176471,0.517602,0.4,18600
0.000082,0,0.42519,0.55371,0,0.352941,0.590217,1,16400
0.000037,0.003842,0.413646,0.689292,0,1,0.653488,0.666667,33500
0.000131,0.004773,0.445576,0.626142,0.043243,0.039216,0.555597,0,29300
0.000439,0.51625,0.52933,0.749124,0.006462,0.04918,0.560554,0,179600
0.001375,0.008918,0.374901,0.561754,0.075058,0.146154,0.610878,0.596491,20400
0.000771,0.0023,0.427941,0.576213,0.055658,0.197368,0.582001,0.466667,23000
0.000133,0.007039,0.440059,0.598469,0,0.28125,0.641961,0.666667,49600
0.000052,0,0.425501,0.541495,0,0.6,0.592105,1,20600
0.000419,0.013511,0.506175,0.764839,0.001692,0.129032,0.709793,0,58700
0.001513,0.003162,0.423455,0.575302,0.328022,0.070352,0.614965,0.571429,15800
0.005206,0.016659,0.377891,0.314532,0.008924,0.10625,0.644591,0.447059,88700
0.000074,0.006705,0.40201,0.707934,0.004762,0.210526,0.559406,0.75,36200
0.00009,0,0.346005,0.626419,0,0.363636,0.623267,0,22700
0.002005,0.014994,0.513032,0.859439,0.000708,0.318182,0.73013,0.428571,168300
0.000807,0.008992,0.547704,0.394262,0.007912,0.144715,0.532573,0.52809,96700
0.000062,0,0.363606,0.40344,0,0.054054,0.581481,1,14999
0.000041,0.005823,0.385839,0.721159,0.008547,0,0.696842,0,19600
0.00012,0.001143,0.491044,0.715138,0,0.142857,0.668203,0,62000
0.001111,0.026019,0.498507,0.756749,0.006384,0.309524,0.656755,0.333333,139900
0.001056,0.005415,0.419933,0.625898,0.002014,0.145438,0.540145,0.447205,90700
0.00025,0.001964,0.452141,0.581005,0.002829,0.075472,0.698604,0.25,139800
0.0003,0.003497,0.473106,0.662187,0.022459,0.126316,0.523151,0.5,25600
0.005061,0.005061,0.42145,0.511263,0.0253,0.108221,0.648055,0.426357,32900
0.00004,0,0.442241,0.542114,0,0.5,0.621429,0.666667,16100
0.002005,0.002477,0.46651,0.681544,0.016446,0.157729,0.589025,0.5,41400
0.000158,0,0.405939,0.635074,0.270693,0.194444,0.553416,0.857143,18100
0.000224,0.002929,0.427058,0.578774,0,0.112903,0.566334,0.571429,31600
0.000003,0,0.456595,0.47801,0,0,0.62,0,20000
0.002343,0.018494,0.391061,0.594108,0.001816,0.187135,0.612227,0.125,52200
0.000053,0,0.445505,0.723449,0,0.62069,0.535385,0.722222,20200
0.000088,0.003279,0.426318,0.742162,0,0.375,0.568041,1,30100
0.004117,0.007873,0.512924,0.712791,0.001895,0.393665,0.65598,0.298851,58400
0.00001,0,0.408648,0.860181,0,0,0.608,0,14999
0.005588,0.034925,0.510757,0.754442,0.006664,0.471767,0.727519,0.583012,191200
0.001023,0.002041,0.407306,0.593806,0.010745,0.188192,0.555894,0.666667,25700
0.00038,0.005213,0.494797,0.744122,0.000934,0.291667,0.603,0.285714,44400
0.000045,0,0.453609,0.706633,0,1,0.550877,0,49000
0.0016,0.006303,0.437114,0.571466,0.062929,0.143939,0.633644,0.473684,39100
0.000099,0,0.442572,0.822896,0.003571,0.357143,0.695257,0.6,49900
0.003238,0.031272,0.475184,0.734002,0.016101,0.321779,0.675525,0.136179,158200
0.000005,0,0.412535,0.592195,0,0,0.621429,0,14999
0.000021,0,0.393254,0.756699,0,0,0.660417,0,25000
0.000019,0,0.37034,0.572917,0,0.3125,0.614286,1,18100
0.000022,0,0.48856,0.482152,0,0.082707,0.473585,0.818182,27500
0.001081,0.028898,0.417422,0.614799,0.099377,0.083333,0.559049,0.428571,37300
0.000659,0.015702,0.576572,0.753473,0.046286,0.428571,0.653208,0.090909,56500
0.000013,0,0.426644,0.866156,0,0.166667,0.556667,0,22500
0.000391,0.005781,0.497243,0.752729,0.00272,0.111111,0.535753,0.5,40300
0.000016,0,0.493928,0.666815,0,0.5,0.578049,1,23400
0.000106,0,0.351263,0.551958,0,0.25,0.626695,1,20800
0.000144,0.004904,0.490915,0.68655,0,0.030534,0.6,0.5,54400
0.000341,0.001831,0.457707,0.658156,0.003119,0.25,0.631176,0.666667,35500
0.000082,0.004148,0.419293,0.559359,0.004329,0.214286,0.610383,1,14999
0.000031,0,0.454395,0.655006,0,0.090909,0.602632,1,18400
0.000159,0.004582,0.377312,0.552414,0.008909,0.15625,0.716245,0.6,31200
